,Indicator,Group,Subgroup,Time_Period,Value,Risk
3925,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2020-11-11,33.8,Moderate
3926,Symptoms of Anxiety Disorder,By State,Alabama,2020-11-11,40.1,Extreme
3927,Symptoms of Anxiety Disorder,By State,Alaska,2020-11-11,40.3,Extreme
3928,Symptoms of Anxiety Disorder,By State,Arizona,2020-11-11,39.2,High
3929,Symptoms of Anxiety Disorder,By State,Arkansas,2020-11-11,39.0,High
3930,Symptoms of Anxiety Disorder,By State,California,2020-11-11,39.0,High
3931,Symptoms of Anxiety Disorder,By State,Colorado,2020-11-11,42.2,Extreme
3932,Symptoms of Anxiety Disorder,By State,Connecticut,2020-11-11,33.5,Moderate
3933,Symptoms of Anxiety Disorder,By State,Delaware,2020-11-11,31.9,Moderate
3934,Symptoms of Anxiety Disorder,By State,District of Columbia,2020-11-11,35.3,High
3935,Symptoms of Anxiety Disorder,By State,Florida,2020-11-11,33.9,Moderate
3936,Symptoms of Anxiety Disorder,By State,Georgia,2020-11-11,34.8,Moderate
3937,Symptoms of Anxiety Disorder,By State,Hawaii,2020-11-11,28.4,Mild
3938,Symptoms of Anxiety Disorder,By State,Idaho,2020-11-11,32.9,Moderate
3939,Symptoms of Anxiety Disorder,By State,Illinois,2020-11-11,37.4,High
3940,Symptoms of Anxiety Disorder,By State,Indiana,2020-11-11,34.1,Moderate
3941,Symptoms of Anxiety Disorder,By State,Iowa,2020-11-11,32.9,Moderate
3942,Symptoms of Anxiety Disorder,By State,Kansas,2020-11-11,34.9,Moderate
3943,Symptoms of Anxiety Disorder,By State,Kentucky,2020-11-11,32.4,Moderate
3944,Symptoms of Anxiety Disorder,By State,Louisiana,2020-11-11,38.4,High
3945,Symptoms of Anxiety Disorder,By State,Maine,2020-11-11,35.0,Moderate
3946,Symptoms of Anxiety Disorder,By State,Maryland,2020-11-11,36.1,High
3947,Symptoms of Anxiety Disorder,By State,Massachusetts,2020-11-11,37.5,High
3948,Symptoms of Anxiety Disorder,By State,Michigan,2020-11-11,35.2,High
3949,Symptoms of Anxiety Disorder,By State,Minnesota,2020-11-11,37.5,High
3950,Symptoms of Anxiety Disorder,By State,Mississippi,2020-11-11,37.7,High
3951,Symptoms of Anxiety Disorder,By State,Missouri,2020-11-11,33.3,Moderate
3952,Symptoms of Anxiety Disorder,By State,Montana,2020-11-11,39.9,High
3953,Symptoms of Anxiety Disorder,By State,Nebraska,2020-11-11,34.9,Moderate
3954,Symptoms of Anxiety Disorder,By State,Nevada,2020-11-11,43.2,Extreme
3955,Symptoms of Anxiety Disorder,By State,New Hampshire,2020-11-11,33.8,Moderate
3956,Symptoms of Anxiety Disorder,By State,New Jersey,2020-11-11,36.2,High
3957,Symptoms of Anxiety Disorder,By State,New Mexico,2020-11-11,42.6,Extreme
3958,Symptoms of Anxiety Disorder,By State,New York,2020-11-11,36.6,High
3959,Symptoms of Anxiety Disorder,By State,North Carolina,2020-11-11,38.3,High
3960,Symptoms of Anxiety Disorder,By State,North Dakota,2020-11-11,32.6,Moderate
3961,Symptoms of Anxiety Disorder,By State,Ohio,2020-11-11,38.1,High
3962,Symptoms of Anxiety Disorder,By State,Oklahoma,2020-11-11,42.0,Extreme
3963,Symptoms of Anxiety Disorder,By State,Oregon,2020-11-11,40.8,Extreme
3964,Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-11-11,34.9,Moderate
3965,Symptoms of Anxiety Disorder,By State,Rhode Island,2020-11-11,37.8,High
3966,Symptoms of Anxiety Disorder,By State,South Carolina,2020-11-11,36.4,High
3967,Symptoms of Anxiety Disorder,By State,South Dakota,2020-11-11,34.7,Moderate
3968,Symptoms of Anxiety Disorder,By State,Tennessee,2020-11-11,38.2,High
3969,Symptoms of Anxiety Disorder,By State,Texas,2020-11-11,42.3,Extreme
3970,Symptoms of Anxiety Disorder,By State,Utah,2020-11-11,38.0,High
3971,Symptoms of Anxiety Disorder,By State,Vermont,2020-11-11,36.2,High
3972,Symptoms of Anxiety Disorder,By State,Virginia,2020-11-11,34.3,Moderate
3973,Symptoms of Anxiety Disorder,By State,Washington,2020-11-11,36.3,High
3974,Symptoms of Anxiety Disorder,By State,West Virginia,2020-11-11,36.6,High
3975,Symptoms of Anxiety Disorder,By State,Wisconsin,2020-11-11,31.4,Moderate
3976,Symptoms of Anxiety Disorder,By State,Wyoming,2020-11-11,35.8,High
3978,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-11-11,58.1,Extreme
3979,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-11-11,48.4,Extreme
3980,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-11-11,45.6,Extreme
3981,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-11-11,40.2,Extreme
3982,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-11-11,34.2,Moderate
3983,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-11-11,28.6,Mild
3984,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-11-11,24.1,Mild
3985,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,2020-11-11,37.2,High
3986,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,2020-11-11,47.6,Extreme
3987,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-11,48.2,Extreme
3988,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-11,41.2,Extreme
3989,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-11,43.6,Extreme
3990,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-11,32.8,Moderate
3991,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-11,52.6,Extreme
3992,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2020-11-11,51.0,Extreme
3993,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2020-11-11,43.0,Extreme
3994,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2020-11-11,45.9,Extreme
3995,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2020-11-11,37.5,High
3996,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-11-11,43.8,Extreme
3997,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-11-11,44.6,Extreme
3998,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-11-11,43.8,Extreme
3999,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-11-11,44.2,Extreme
4000,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-11-11,45.1,Extreme
4001,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-11-11,45.8,Extreme
4002,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-11-11,37.5,High
4003,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-11-11,35.9,High
4004,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-11-11,40.3,Extreme
4005,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-11-11,41.3,Extreme
4006,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-11-11,39.6,High
4007,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-11-11,32.1,Moderate
4008,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-11-11,40.5,Extreme
4009,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-11-11,42.6,Extreme
4010,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-11-11,39.5,High
4011,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-11-11,39.7,High
4012,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-11-11,40.0,High
4013,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-11-11,38.9,High
4014,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-11-11,46.8,Extreme
4015,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-11-11,40.9,Extreme
4016,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-11-11,40.3,Extreme
4017,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-11-11,42.1,Extreme
4018,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-11-11,40.7,Extreme
4019,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-11-11,41.4,Extreme
4020,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-11-11,44.3,Extreme
4021,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-11-11,39.7,High
4022,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-11-11,45.3,Extreme
4023,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-11-11,39.6,High
4024,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-11-11,47.6,Extreme
4025,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-11-11,40.1,Extreme
4026,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-11-11,40.9,Extreme
4027,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-11-11,49.7,Extreme
4028,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-11-11,41.7,Extreme
4029,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-11-11,41.5,Extreme
4030,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-11-11,39.0,High
4031,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-11-11,41.7,Extreme
4032,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-11-11,46.5,Extreme
4033,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-11-11,45.2,Extreme
4034,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-11-11,39.9,High
4035,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-11-11,44.5,Extreme
4036,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-11-11,44.9,Extreme
4037,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-11-11,42.3,Extreme
4038,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-11-11,42.7,Extreme
4039,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-11-11,47.3,Extreme
4040,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-11-11,44.3,Extreme
4041,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-11-11,39.8,High
4042,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-11-11,38.2,High
4043,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-11-11,43.4,Extreme
4044,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-11-11,42.6,Extreme
4045,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-11-11,38.7,High
4046,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-11-11,39.5,High
4048,Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-25,42.1,Extreme
4049,Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-25,33.4,Moderate
4050,Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-25,30.5,Moderate
4051,Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-25,28.0,Mild
4052,Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-25,21.7,Mild
4053,Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-25,17.2,Mild
4054,Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-25,14.4,Mild
4055,Symptoms of Depressive Disorder,By Sex,Male,2020-11-25,26.7,Mild
4056,Symptoms of Depressive Disorder,By Sex,Female,2020-11-25,30.9,Moderate
4057,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-25,33.1,Moderate
4058,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-25,27.2,Mild
4059,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-25,32.2,Moderate
4060,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-25,25.7,Mild
4061,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-25,35.0,Moderate
4062,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2020-11-25,41.3,Extreme
4063,Symptoms of Depressive Disorder,By Education,High school diploma or GED,2020-11-25,31.5,Moderate
4064,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2020-11-25,32.1,Moderate
4065,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2020-11-25,21.1,Mild
4066,Symptoms of Depressive Disorder,By State,Alabama,2020-11-25,30.5,Moderate
4067,Symptoms of Depressive Disorder,By State,Alaska,2020-11-25,26.7,Mild
4068,Symptoms of Depressive Disorder,By State,Arizona,2020-11-25,28.5,Mild
4069,Symptoms of Depressive Disorder,By State,Arkansas,2020-11-25,28.5,Mild
4070,Symptoms of Depressive Disorder,By State,California,2020-11-25,30.2,Moderate
4071,Symptoms of Depressive Disorder,By State,Colorado,2020-11-25,28.4,Mild
4072,Symptoms of Depressive Disorder,By State,Connecticut,2020-11-25,28.2,Mild
4073,Symptoms of Depressive Disorder,By State,Delaware,2020-11-25,33.0,Moderate
4074,Symptoms of Depressive Disorder,By State,District of Columbia,2020-11-25,27.3,Mild
4075,Symptoms of Depressive Disorder,By State,Florida,2020-11-25,27.9,Mild
4076,Symptoms of Depressive Disorder,By State,Georgia,2020-11-25,28.2,Mild
4077,Symptoms of Depressive Disorder,By State,Hawaii,2020-11-25,31.2,Moderate
4078,Symptoms of Depressive Disorder,By State,Idaho,2020-11-25,30.6,Moderate
4079,Symptoms of Depressive Disorder,By State,Illinois,2020-11-25,30.0,Mild
4080,Symptoms of Depressive Disorder,By State,Indiana,2020-11-25,30.8,Moderate
4081,Symptoms of Depressive Disorder,By State,Iowa,2020-11-25,24.3,Mild
4082,Symptoms of Depressive Disorder,By State,Kansas,2020-11-25,27.6,Mild
4083,Symptoms of Depressive Disorder,By State,Kentucky,2020-11-25,33.9,Moderate
4084,Symptoms of Depressive Disorder,By State,Louisiana,2020-11-25,35.5,High
4085,Symptoms of Depressive Disorder,By State,Maine,2020-11-25,24.8,Mild
4086,Symptoms of Depressive Disorder,By State,Maryland,2020-11-25,27.0,Mild
4087,Symptoms of Depressive Disorder,By State,Massachusetts,2020-11-25,23.7,Mild
4088,Symptoms of Depressive Disorder,By State,Michigan,2020-11-25,26.5,Mild
4089,Symptoms of Depressive Disorder,By State,Minnesota,2020-11-25,25.0,Mild
4090,Symptoms of Depressive Disorder,By State,Mississippi,2020-11-25,36.9,High
4091,Symptoms of Depressive Disorder,By State,Missouri,2020-11-25,27.4,Mild
4092,Symptoms of Depressive Disorder,By State,Montana,2020-11-25,26.3,Mild
4093,Symptoms of Depressive Disorder,By State,Nebraska,2020-11-25,26.0,Mild
4094,Symptoms of Depressive Disorder,By State,Nevada,2020-11-25,35.7,High
4095,Symptoms of Depressive Disorder,By State,New Hampshire,2020-11-25,26.1,Mild
4096,Symptoms of Depressive Disorder,By State,New Jersey,2020-11-25,27.7,Mild
4097,Symptoms of Depressive Disorder,By State,New Mexico,2020-11-25,30.2,Moderate
4098,Symptoms of Depressive Disorder,By State,New York,2020-11-25,23.3,Mild
4099,Symptoms of Depressive Disorder,By State,North Carolina,2020-11-25,28.4,Mild
4100,Symptoms of Depressive Disorder,By State,North Dakota,2020-11-25,21.1,Mild
4101,Symptoms of Depressive Disorder,By State,Ohio,2020-11-25,32.7,Moderate
4102,Symptoms of Depressive Disorder,By State,Oklahoma,2020-11-25,33.8,Moderate
4103,Symptoms of Depressive Disorder,By State,Oregon,2020-11-25,35.9,High
4104,Symptoms of Depressive Disorder,By State,Pennsylvania,2020-11-25,29.4,Mild
4105,Symptoms of Depressive Disorder,By State,Rhode Island,2020-11-25,27.2,Mild
4106,Symptoms of Depressive Disorder,By State,South Carolina,2020-11-25,22.9,Mild
4107,Symptoms of Depressive Disorder,By State,South Dakota,2020-11-25,20.2,Mild
4108,Symptoms of Depressive Disorder,By State,Tennessee,2020-11-25,28.0,Mild
4109,Symptoms of Depressive Disorder,By State,Texas,2020-11-25,31.3,Moderate
4110,Symptoms of Depressive Disorder,By State,Utah,2020-11-25,32.4,Moderate
4111,Symptoms of Depressive Disorder,By State,Vermont,2020-11-25,28.8,Mild
4112,Symptoms of Depressive Disorder,By State,Virginia,2020-11-25,26.9,Mild
4113,Symptoms of Depressive Disorder,By State,Washington,2020-11-25,29.4,Mild
4114,Symptoms of Depressive Disorder,By State,West Virginia,2020-11-25,31.6,Moderate
4115,Symptoms of Depressive Disorder,By State,Wisconsin,2020-11-25,26.3,Mild
4116,Symptoms of Depressive Disorder,By State,Wyoming,2020-11-25,31.3,Moderate
4118,Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-25,49.0,Extreme
4119,Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-25,42.6,Extreme
4120,Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-25,40.7,Extreme
4121,Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-25,35.1,High
4122,Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-25,27.3,Mild
4123,Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-25,21.2,Mild
4124,Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-25,16.1,Mild
4125,Symptoms of Anxiety Disorder,By Sex,Male,2020-11-25,31.4,Moderate
4126,Symptoms of Anxiety Disorder,By Sex,Female,2020-11-25,40.5,Extreme
4127,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-25,41.8,Extreme
4128,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-25,34.6,Moderate
4129,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-25,36.9,High
4130,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-25,29.7,Mild
4131,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-25,44.9,Extreme
4132,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2020-11-25,46.9,Extreme
4133,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2020-11-25,35.2,High
4134,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2020-11-25,40.0,High
4135,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2020-11-25,31.4,Moderate
4136,Symptoms of Anxiety Disorder,By State,Alabama,2020-11-25,32.5,Moderate
4137,Symptoms of Anxiety Disorder,By State,Alaska,2020-11-25,36.8,High
4138,Symptoms of Anxiety Disorder,By State,Arizona,2020-11-25,33.6,Moderate
4139,Symptoms of Anxiety Disorder,By State,Arkansas,2020-11-25,37.2,High
4140,Symptoms of Anxiety Disorder,By State,California,2020-11-25,36.8,High
4141,Symptoms of Anxiety Disorder,By State,Colorado,2020-11-25,37.8,High
