,Indicator,Group,Subgroup,Time Period Start Date,Value,Risk
7634,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,08/04/2021,34.6,High
7635,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,08/04/2021,38.4,Extreme
7636,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,08/04/2021,26.3,Moderate
7637,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,08/04/2021,28.0,Moderate
7638,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,08/04/2021,29.9,High
7639,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,08/04/2021,30.9,High
7640,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,08/04/2021,26.4,Moderate
7641,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,08/04/2021,32.5,High
7642,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,08/04/2021,32.0,High
7643,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,08/04/2021,32.1,High
7644,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,08/04/2021,28.4,Moderate
7645,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,08/04/2021,33.1,High
7646,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,08/04/2021,30.0,High
7647,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,08/04/2021,25.6,Moderate
7648,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,08/04/2021,33.6,High
7649,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,08/04/2021,29.6,Moderate
7650,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,08/04/2021,29.3,Moderate
7651,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,08/04/2021,22.9,Mild
7652,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,08/04/2021,27.8,Moderate
7653,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,08/04/2021,39.7,Extreme
7654,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,08/04/2021,30.5,High
7655,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,08/04/2021,30.8,High
7656,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,08/04/2021,31.4,High
7657,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,08/04/2021,28.9,Moderate
7658,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,08/04/2021,21.2,Mild
7659,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,08/04/2021,33.2,High
7660,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,08/04/2021,31.9,High
7661,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,08/04/2021,33.0,High
7662,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,08/04/2021,27.8,Moderate
7663,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,08/04/2021,30.3,High
7664,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,08/04/2021,31.1,High
7665,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,08/04/2021,34.0,High
7666,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,08/04/2021,27.9,Moderate
7667,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,08/04/2021,25.4,Moderate
7668,Symptoms of Depressive Disorder,National Estimate,United States,08/18/2021,22.6,Mild
7669,Symptoms of Depressive Disorder,By Age,18 - 29 years,08/18/2021,36.7,Extreme
7670,Symptoms of Depressive Disorder,By Age,30 - 39 years,08/18/2021,28.1,Moderate
7671,Symptoms of Depressive Disorder,By Age,40 - 49 years,08/18/2021,22.9,Mild
7672,Symptoms of Depressive Disorder,By Age,50 - 59 years,08/18/2021,20.8,Mild
7673,Symptoms of Depressive Disorder,By Age,60 - 69 years,08/18/2021,16.0,Mild
7674,Symptoms of Depressive Disorder,By Age,70 - 79 years,08/18/2021,10.9,Mild
7675,Symptoms of Depressive Disorder,By Age,80 years and above,08/18/2021,9.8,Mild
7676,Symptoms of Depressive Disorder,By Sex,Male,08/18/2021,20.7,Mild
7677,Symptoms of Depressive Disorder,By Sex,Female,08/18/2021,24.4,Mild
7678,Symptoms of Depressive Disorder,By Gender identity,Cis-gender male,08/18/2021,20.0,Mild
7679,Symptoms of Depressive Disorder,By Gender identity,Cis-gender female,08/18/2021,23.7,Mild
7680,Symptoms of Depressive Disorder,By Gender identity,Transgender,08/18/2021,51.5,Extreme
7681,Symptoms of Depressive Disorder,By Sexual orientation,Gay or lesbian,08/18/2021,38.2,Extreme
7682,Symptoms of Depressive Disorder,By Sexual orientation,Straight,08/18/2021,20.1,Mild
7683,Symptoms of Depressive Disorder,By Sexual orientation,Bisexual,08/18/2021,47.1,Extreme
7684,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/18/2021,25.4,Moderate
7685,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/18/2021,21.6,Mild
7686,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/18/2021,24.8,Moderate
7687,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/18/2021,16.2,Mild
7688,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/18/2021,29.5,Moderate
7689,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,08/18/2021,28.9,Moderate
7690,Symptoms of Depressive Disorder,By Education,High school diploma or GED,08/18/2021,24.9,Moderate
7691,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,08/18/2021,25.7,Moderate
7692,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,08/18/2021,16.3,Mild
7693,Symptoms of Depressive Disorder,By Disability status,With disability,08/18/2021,51.8,Extreme
7694,Symptoms of Depressive Disorder,By Disability status,Without disability,08/18/2021,18.0,Mild
7695,Symptoms of Depressive Disorder,By State,Alabama,08/18/2021,28.4,Moderate
7696,Symptoms of Depressive Disorder,By State,Alaska,08/18/2021,25.0,Moderate
7697,Symptoms of Depressive Disorder,By State,Arizona,08/18/2021,25.5,Moderate
7698,Symptoms of Depressive Disorder,By State,Arkansas,08/18/2021,25.1,Moderate
7699,Symptoms of Depressive Disorder,By State,California,08/18/2021,22.9,Mild
7700,Symptoms of Depressive Disorder,By State,Colorado,08/18/2021,19.5,Mild
7701,Symptoms of Depressive Disorder,By State,Connecticut,08/18/2021,19.2,Mild
7702,Symptoms of Depressive Disorder,By State,Delaware,08/18/2021,18.9,Mild
7703,Symptoms of Depressive Disorder,By State,District of Columbia,08/18/2021,21.2,Mild
7704,Symptoms of Depressive Disorder,By State,Florida,08/18/2021,23.9,Mild
7705,Symptoms of Depressive Disorder,By State,Georgia,08/18/2021,23.5,Mild
7706,Symptoms of Depressive Disorder,By State,Hawaii,08/18/2021,22.5,Mild
7707,Symptoms of Depressive Disorder,By State,Idaho,08/18/2021,17.8,Mild
7708,Symptoms of Depressive Disorder,By State,Illinois,08/18/2021,20.3,Mild
7709,Symptoms of Depressive Disorder,By State,Indiana,08/18/2021,21.3,Mild
7710,Symptoms of Depressive Disorder,By State,Iowa,08/18/2021,20.1,Mild
7711,Symptoms of Depressive Disorder,By State,Kansas,08/18/2021,19.4,Mild
7712,Symptoms of Depressive Disorder,By State,Kentucky,08/18/2021,23.1,Mild
7713,Symptoms of Depressive Disorder,By State,Louisiana,08/18/2021,27.6,Moderate
7714,Symptoms of Depressive Disorder,By State,Maine,08/18/2021,20.0,Mild
7715,Symptoms of Depressive Disorder,By State,Maryland,08/18/2021,21.4,Mild
7716,Symptoms of Depressive Disorder,By State,Massachusetts,08/18/2021,20.9,Mild
7717,Symptoms of Depressive Disorder,By State,Michigan,08/18/2021,21.1,Mild
7718,Symptoms of Depressive Disorder,By State,Minnesota,08/18/2021,20.4,Mild
7719,Symptoms of Depressive Disorder,By State,Mississippi,08/18/2021,24.1,Mild
7720,Symptoms of Depressive Disorder,By State,Missouri,08/18/2021,22.5,Mild
7721,Symptoms of Depressive Disorder,By State,Montana,08/18/2021,17.6,Mild
7722,Symptoms of Depressive Disorder,By State,Nebraska,08/18/2021,19.2,Mild
7723,Symptoms of Depressive Disorder,By State,Nevada,08/18/2021,27.2,Moderate
7724,Symptoms of Depressive Disorder,By State,New Hampshire,08/18/2021,17.2,Mild
7725,Symptoms of Depressive Disorder,By State,New Jersey,08/18/2021,17.9,Mild
7726,Symptoms of Depressive Disorder,By State,New Mexico,08/18/2021,20.7,Mild
7727,Symptoms of Depressive Disorder,By State,New York,08/18/2021,19.1,Mild
7728,Symptoms of Depressive Disorder,By State,North Carolina,08/18/2021,26.2,Moderate
7729,Symptoms of Depressive Disorder,By State,North Dakota,08/18/2021,25.3,Moderate
7730,Symptoms of Depressive Disorder,By State,Ohio,08/18/2021,27.4,Moderate
7731,Symptoms of Depressive Disorder,By State,Oklahoma,08/18/2021,26.2,Moderate
7732,Symptoms of Depressive Disorder,By State,Oregon,08/18/2021,24.2,Mild
7733,Symptoms of Depressive Disorder,By State,Pennsylvania,08/18/2021,25.1,Moderate
7734,Symptoms of Depressive Disorder,By State,Rhode Island,08/18/2021,19.5,Mild
7735,Symptoms of Depressive Disorder,By State,South Carolina,08/18/2021,26.2,Moderate
7736,Symptoms of Depressive Disorder,By State,South Dakota,08/18/2021,18.3,Mild
7737,Symptoms of Depressive Disorder,By State,Tennessee,08/18/2021,28.3,Moderate
7738,Symptoms of Depressive Disorder,By State,Texas,08/18/2021,22.5,Mild
7739,Symptoms of Depressive Disorder,By State,Utah,08/18/2021,24.2,Mild
7740,Symptoms of Depressive Disorder,By State,Vermont,08/18/2021,16.8,Mild
7741,Symptoms of Depressive Disorder,By State,Virginia,08/18/2021,16.8,Mild
7742,Symptoms of Depressive Disorder,By State,Washington,08/18/2021,23.7,Mild
7743,Symptoms of Depressive Disorder,By State,West Virginia,08/18/2021,24.4,Mild
7744,Symptoms of Depressive Disorder,By State,Wisconsin,08/18/2021,15.6,Mild
7745,Symptoms of Depressive Disorder,By State,Wyoming,08/18/2021,23.6,Mild
7746,Symptoms of Anxiety Disorder,National Estimate,United States,08/18/2021,27.8,Moderate
7747,Symptoms of Anxiety Disorder,By Age,18 - 29 years,08/18/2021,39.9,Extreme
7748,Symptoms of Anxiety Disorder,By Age,30 - 39 years,08/18/2021,36.2,Extreme
7749,Symptoms of Anxiety Disorder,By Age,40 - 49 years,08/18/2021,31.3,High
7750,Symptoms of Anxiety Disorder,By Age,50 - 59 years,08/18/2021,27.1,Moderate
7751,Symptoms of Anxiety Disorder,By Age,60 - 69 years,08/18/2021,18.4,Mild
7752,Symptoms of Anxiety Disorder,By Age,70 - 79 years,08/18/2021,13.5,Mild
7753,Symptoms of Anxiety Disorder,By Age,80 years and above,08/18/2021,11.1,Mild
7754,Symptoms of Anxiety Disorder,By Sex,Male,08/18/2021,23.4,Mild
7755,Symptoms of Anxiety Disorder,By Sex,Female,08/18/2021,32.0,High
7756,Symptoms of Anxiety Disorder,By Gender identity,Cis-gender male,08/18/2021,22.9,Mild
7757,Symptoms of Anxiety Disorder,By Gender identity,Cis-gender female,08/18/2021,31.4,High
7758,Symptoms of Anxiety Disorder,By Gender identity,Transgender,08/18/2021,47.9,Extreme
7759,Symptoms of Anxiety Disorder,By Sexual orientation,Gay or lesbian,08/18/2021,43.0,Extreme
7760,Symptoms of Anxiety Disorder,By Sexual orientation,Straight,08/18/2021,25.3,Moderate
7761,Symptoms of Anxiety Disorder,By Sexual orientation,Bisexual,08/18/2021,51.3,Extreme
7762,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/18/2021,29.8,High
7763,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/18/2021,27.5,Moderate
7764,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/18/2021,28.5,Moderate
7765,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/18/2021,18.5,Mild
7766,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/18/2021,35.1,High
7767,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,08/18/2021,31.0,High
7768,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,08/18/2021,27.7,Moderate
7769,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,08/18/2021,31.1,High
7770,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,08/18/2021,24.2,Mild
7771,Symptoms of Anxiety Disorder,By Disability status,With disability,08/18/2021,56.0,Extreme
7772,Symptoms of Anxiety Disorder,By Disability status,Without disability,08/18/2021,23.4,Mild
7773,Symptoms of Anxiety Disorder,By State,Alabama,08/18/2021,34.5,High
7774,Symptoms of Anxiety Disorder,By State,Alaska,08/18/2021,27.9,Moderate
7775,Symptoms of Anxiety Disorder,By State,Arizona,08/18/2021,30.4,High
7776,Symptoms of Anxiety Disorder,By State,Arkansas,08/18/2021,32.2,High
7777,Symptoms of Anxiety Disorder,By State,California,08/18/2021,26.2,Moderate
7778,Symptoms of Anxiety Disorder,By State,Colorado,08/18/2021,27.9,Moderate
7779,Symptoms of Anxiety Disorder,By State,Connecticut,08/18/2021,24.0,Mild
7780,Symptoms of Anxiety Disorder,By State,Delaware,08/18/2021,30.0,High
7781,Symptoms of Anxiety Disorder,By State,District of Columbia,08/18/2021,30.0,High
7782,Symptoms of Anxiety Disorder,By State,Florida,08/18/2021,27.5,Moderate
7783,Symptoms of Anxiety Disorder,By State,Georgia,08/18/2021,30.3,High
7784,Symptoms of Anxiety Disorder,By State,Hawaii,08/18/2021,26.5,Moderate
7785,Symptoms of Anxiety Disorder,By State,Idaho,08/18/2021,25.7,Moderate
7786,Symptoms of Anxiety Disorder,By State,Illinois,08/18/2021,24.8,Moderate
7787,Symptoms of Anxiety Disorder,By State,Indiana,08/18/2021,27.2,Moderate
7788,Symptoms of Anxiety Disorder,By State,Iowa,08/18/2021,24.2,Mild
7789,Symptoms of Anxiety Disorder,By State,Kansas,08/18/2021,25.8,Moderate
7790,Symptoms of Anxiety Disorder,By State,Kentucky,08/18/2021,31.5,High
7791,Symptoms of Anxiety Disorder,By State,Louisiana,08/18/2021,36.2,Extreme
7792,Symptoms of Anxiety Disorder,By State,Maine,08/18/2021,28.8,Moderate
7793,Symptoms of Anxiety Disorder,By State,Maryland,08/18/2021,28.0,Moderate
7794,Symptoms of Anxiety Disorder,By State,Massachusetts,08/18/2021,28.2,Moderate
7795,Symptoms of Anxiety Disorder,By State,Michigan,08/18/2021,27.2,Moderate
7796,Symptoms of Anxiety Disorder,By State,Minnesota,08/18/2021,24.8,Moderate
7797,Symptoms of Anxiety Disorder,By State,Mississippi,08/18/2021,27.1,Moderate
7798,Symptoms of Anxiety Disorder,By State,Missouri,08/18/2021,27.1,Moderate
7799,Symptoms of Anxiety Disorder,By State,Montana,08/18/2021,23.9,Mild
7800,Symptoms of Anxiety Disorder,By State,Nebraska,08/18/2021,24.8,Moderate
7801,Symptoms of Anxiety Disorder,By State,Nevada,08/18/2021,32.3,High
7802,Symptoms of Anxiety Disorder,By State,New Hampshire,08/18/2021,21.6,Mild
7803,Symptoms of Anxiety Disorder,By State,New Jersey,08/18/2021,27.1,Moderate
7804,Symptoms of Anxiety Disorder,By State,New Mexico,08/18/2021,27.1,Moderate
7805,Symptoms of Anxiety Disorder,By State,New York,08/18/2021,23.6,Mild
7806,Symptoms of Anxiety Disorder,By State,North Carolina,08/18/2021,30.1,High
7807,Symptoms of Anxiety Disorder,By State,North Dakota,08/18/2021,25.5,Moderate
7808,Symptoms of Anxiety Disorder,By State,Ohio,08/18/2021,27.9,Moderate
7809,Symptoms of Anxiety Disorder,By State,Oklahoma,08/18/2021,31.8,High
7810,Symptoms of Anxiety Disorder,By State,Oregon,08/18/2021,31.8,High
7811,Symptoms of Anxiety Disorder,By State,Pennsylvania,08/18/2021,31.4,High
7812,Symptoms of Anxiety Disorder,By State,Rhode Island,08/18/2021,25.6,Moderate
7813,Symptoms of Anxiety Disorder,By State,South Carolina,08/18/2021,25.4,Moderate
7814,Symptoms of Anxiety Disorder,By State,South Dakota,08/18/2021,25.2,Moderate
7815,Symptoms of Anxiety Disorder,By State,Tennessee,08/18/2021,35.2,Extreme
7816,Symptoms of Anxiety Disorder,By State,Texas,08/18/2021,28.3,Moderate
7817,Symptoms of Anxiety Disorder,By State,Utah,08/18/2021,29.7,Moderate
7818,Symptoms of Anxiety Disorder,By State,Vermont,08/18/2021,25.8,Moderate
7819,Symptoms of Anxiety Disorder,By State,Virginia,08/18/2021,24.8,Moderate
7820,Symptoms of Anxiety Disorder,By State,Washington,08/18/2021,29.4,Moderate
7821,Symptoms of Anxiety Disorder,By State,West Virginia,08/18/2021,29.6,Moderate
7822,Symptoms of Anxiety Disorder,By State,Wisconsin,08/18/2021,22.5,Mild
7823,Symptoms of Anxiety Disorder,By State,Wyoming,08/18/2021,28.0,Moderate
7824,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,08/18/2021,32.1,High
7825,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,08/18/2021,46.7,Extreme
7826,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,08/18/2021,40.7,Extreme
7827,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,08/18/2021,35.3,Extreme
7828,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,08/18/2021,30.6,High
7829,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,08/18/2021,22.5,Mild
7830,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,08/18/2021,16.8,Mild
7831,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,08/18/2021,13.5,Mild
7832,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,08/18/2021,28.0,Moderate
7833,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,08/18/2021,36.0,Extreme
7834,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender male,08/18/2021,27.4,Moderate
7835,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender female,08/18/2021,35.4,Extreme
7836,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Transgender,08/18/2021,61.9,Extreme
7837,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Gay or lesbian,08/18/2021,49.6,Extreme
7838,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Straight,08/18/2021,29.3,Moderate
7839,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Bisexual,08/18/2021,59.7,Extreme
7840,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/18/2021,35.2,Extreme
7841,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/18/2021,31.3,High
7842,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/18/2021,33.4,High
7843,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/18/2021,24.2,Mild
7844,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/18/2021,39.9,Extreme
